title,price,types,land,building,bed,bath,floor,certificate,location,secondary_location,url
"Tipe 65 Dlm Cluster di Gito Gati dkt SCH Sleman, Siap Huni, SHM",675000000,Rumah,124,55,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.","jumeneng lor, sumberadi, sleman",https://www.olx.co.id/item/rumah-modern-siap-huni-dalam-cluster-dekat-sch-iid-851822208
Rumah mewah dekat Rs sarjito dan ugm di Jl monjali,2099000000,Rumah,227,270,5,5,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Jl. Monjali sinduadi, mlati, sleman (dalam ringroad jl. monjali)",https://www.olx.co.id/item/rumah-mewah-dekat-ugm-dan-rs-sarjito-di-jl-monjali-iid-843379380
Kavling siap bgn rmh br 2 lt di jlln kapten hariyadi dkt ke kmp ugm,1200000000,Rumah,120,118,3,3,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Jln kaliurang km 13 dkt ke kmps uii,https://www.olx.co.id/item/rumah-baru-2-lt-di-jln-kaliurang-km-13-dkt-ke-kmps-uii-iid-867138990
SMR 214 - RUMAH MINIMALIS CANTIK DEKAT PASAR GODEAN,490000000,Rumah,114,60,2,1,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I.",Seyegan Sleman,https://www.olx.co.id/item/smr-214-rumah-minimalis-cantik-dekat-pasar-godean-iid-867134193
Kavling Rumah Siap Bangun Murah dekat Klinik Widuri dan RSUD Sleman,429000000,Rumah,104,60,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.","Jalan Magelang km 13, Kokap, Trimulyo, Sleman Yogyakarta",https://www.olx.co.id/item/jual-murah-rumah-kavling-utara-rsud-sleman-sbj--iid-867132645
RUMAH MURAH PALAGAN KM 9.7,525000000,Rumah,113,60,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jl. Letkol Subadri Sumberadi Sleman Yogyakarta,https://www.olx.co.id/item/rumah-murah-area-mlati-jual-cepat-bangunan-baru-iid-867131850
Minicluster di Dekat Pasar Cebongan &amp;Pemda Sleman Carport Muat 2 Mobil,675000000,Rumah,100,70,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Sumberadi. Mlati. Sleman. Yogyakarta.,https://www.olx.co.id/item/minicluster-di-dekat-pasar-cebongan-pemda-sleman-carport-muat-2-mobi-iid-867131776
"Rumah Sleman Barat, Jl letkol Subadri Type 60/113",650000000,Rumah,90,60,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jl. Jumeneng Sumberadi Sleman Yogyakarta,https://www.olx.co.id/item/baru-rumah-kavling-type-6090-strategis-jl-letkol-subadri-iid-867131474
Jual rumah murah bagus di tridadi Mlati Sleman Yogyakarta Mall SCH,630000000,Rumah,120,139,3,1,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I.",Jl margoagung Seyegan sleman,https://www.olx.co.id/item/rumah-murah-sleman-iid-867121954
"RUMAH MURAH DI SLEMAN, DESIGN MODERN MURAH",379850050,Rumah,97,97,2,1,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I.","Sanggrahan, Caturharjo, Sleman, D I Yogyakarta",https://www.olx.co.id/item/rumah-di-sleman-design-scandinavian-iid-867115847
"Strategis Jl Kebon Agung, Rumah Proses Bangun Barat Lapas cebongan",825000000,Rumah,121,70,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Jl. Kebon Agung Mlati Sleman,  Yogyakarta",https://www.olx.co.id/item/proses-bangun-rumah-dijual-mlati-type-70121-dekat-lapas-cebongan-r-iid-867115656
Dijual rumah baru full furnish 2 lantai di jakal km 13 dkt kampus UII,1195000000,Rumah,120,118,3,3,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Jl kaliurang km 13 dekat kampus uii,https://www.olx.co.id/item/dijual-rumah-baru-full-furnish-2-lantai-di-jakal-km-13-dkt-kampus-uii-iid-867108585
Rumah Modern Luas dan Lega dekat Kantor BKN Jogja,1495000026,Rumah,101,110,4,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Jl. Jongke, Mlati Glondong, Sendangadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55285",https://www.olx.co.id/item/rumah-milenial-2-lantai-dekat-kantor-bkn-jogja-bisa-kpr-iid-867108024
Rumah mewah dalam perumahan elit dekat kampus UGM,4800000000,Rumah,319,420,7,5,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","792M+32M, Jl. Kalimantan No sekian, Purwosari, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",https://www.olx.co.id/item/rumah-mewah-dalam-perumahan-elit-dekat-kampus-ugm-iid-867106669
Rumah Luas di Pogung jl. Kaliurang dekat UGM &amp; Pusat Kota Jogja,2800000000,Rumah,227,150,5,5,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Blunyah gede Sinduadi, mlati, Sleman, gang temulawak no.35",https://www.olx.co.id/item/rumah-di-dekat-dengan-rs-sardjito-jogja-iid-867102936
"Rumah Scandinavian murah 300 jutaan di Sleman, Yogyakarta",385835050,Rumah,88,40,2,1,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I.","Sanggrahan, Caturharjo, Sleman D I Yogyakarta",https://www.olx.co.id/item/rumah-cantik-scandinavian-di-sleman-iid-867100432
Rumah Villa Etnik di Jalan Purbaya Selatan Pasar Sleman dan PMI Sleman,795000000,Rumah,132,58,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",jalan purbaya warak sumberadi mlati sleman,https://www.olx.co.id/item/rumah-etnik-jalan-purbaya-warak-dekat-gor-sleman-pmi-komplek-pemda-iid-867099141
Rumah murah belakang pasar Godean,695000000,Rumah,107,60,3,2,1,HGB - Hak Guna Bangun,"Seyegan, Sleman Kab., Yogyakarta D.I.",klaci margoluwih seyegan jalan godean km 10,https://www.olx.co.id/item/rumah-etnik-20-menit-dari-kota-jogja-jalan-godean-km-10-klaci-seyegan-iid-867096367
Rumah Apik Modern Minimalis 500 jt-an dekat Polres Sleman,599000002,Rumah,103,60,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.","Blunyah, Trimulyo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55513",https://www.olx.co.id/item/rumah-modern-minimalis-asri-dan-nyaman-dekat-polres-sleman-iid-867095652
Rumah modern siap huni 10 menit ke Pasar Godean - SMR232,450000000,Rumah,123,100,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Margoluwih seyegan,https://www.olx.co.id/item/jual-rumah-full-furnais-450jt-nego-lok-margoluih-seyegan--iid-867089014
"Murah Aja, Rumah Baru Siap Huni dekat Pasar Ngino Sayegan",325000000,Rumah,100,50,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Utara pasar ngino,https://www.olx.co.id/item/di-jual-rumah-baru-murah-310jt-nego-lok-utara-pasar-ngino-iid-867088095
Rumah Hook Full Furnish Dlm Perum Di Jalan Kebon Agung,2500000000,Rumah,144,138,3,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Mlati Sleman Yogyakarta WA 0856--4344--8988,https://www.olx.co.id/item/dijual-rumah-mewah-full-furnished-di-kebon-agung-mlati-sleman-yogya-iid-859850318
Rumah baru Jalan Magelang Dekat TVRI dan SKE,1800000000,Rumah,113,190,3,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Dekat SKE Mlati Sleman WA 0856--4344--8988,https://www.olx.co.id/item/jual-rumah-cepat-di-dekat-ske-jalan-magelang-km-35-mlati-sleman-iid-859763572
Rumah Murah Villa Guesthouse Etnik Jawa,400000000,Rumah,94,45,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Kalasan Sleman,https://www.olx.co.id/item/open-tahap-baru-rumah-klasik-etnik-di-kalasan-iid-867083833
Rumah dekat RSA UGM Mlati Sleman Yogyakarta,750000000,Rumah,100,89,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","JL. Magelang, Sendangadi, Mlati, Sleman, YK",https://www.olx.co.id/item/rumah-dalam-ringroad-sendangadi-mlati-sleman-dekat-rsa-ugm-keronggahan-iid-867078260
Unit Baru Sleman Mlati Sumberadi Dkat Cebongan Kebon Agung Kronggahan,675000000,Rumah,100,69,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","JL. Sumberadi, Mlati, Sleman, YK",https://www.olx.co.id/item/unit-baru-3kt-2km-sleman-mlati-sumberadi-dekat-kebon-agung-kronggahan-iid-867078001
Rumah siap huni Trimulyo Sleman Yogyakarta,650000000,Rumah,518,200,3,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Bambrengan trimulyo  sleman,https://www.olx.co.id/item/jual-rumah-tanah-luas-luas-trimulyo-iid-859847104
Rumah Kolam Renang Jalan Magelang Dekat Tvri,2000000000,Rumah,200,170,4,4,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jombor,https://www.olx.co.id/item/rumah-kolam-renang-baru-akses-mudah-dekat-tvri-jombor-iid-799469681
Rumah 2 Lantai Siap Huni jalan Gito Gati,1400000000,Rumah,100,120,4,3,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Gito gati,https://www.olx.co.id/item/rumah-di-sleman-gito-gati-jln-magelang-iid-831363903
Dijual rumah cantik dalam ringroad di Nogotirto Gamping Sleman,725000000,Rumah,118,90,3,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Nogotirto Sleman Yogyakarta,https://www.olx.co.id/item/rumah-dijualdi-nogotirto-dalam-ringroad-sleman-yogyakarta-iid-867070271
Rumah Pondok Permai Palagan Fasum. Kolam Renang Dekat The Paradise,1700000000,Rumah,126,130,4,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Jalan Palagan Tentara Pelajar 7,5 Mlati Sleman",https://www.olx.co.id/item/rumah-dalam-perumahan-pondok-permai-dekat-the-paradise-taman-palagan-iid-867069733
"Jual Murah Rumah Mewah Dekat Jombor Jalan Magelang Km 7,5 Mlati Sleman",1900000000,Rumah,378,378,5,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Jalan Magelang 7,5 Mlati Sleman Yogyakarta",https://www.olx.co.id/item/rumah-mewah-murah-dekat-jombor-jalan-magelang-75-bangunan-mewah-iid-812988753
Rumah Dijual Mewah Hook 2 Muka Bale Mulia Residence Perumahan Elite,5300000000,Rumah,313,313,4,4,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jalan Kebon Agung Mlati Sleman Yogyakarta,https://www.olx.co.id/item/rumah-hook-bale-mulia-residence-perumahan-elite-fasum-kolam-renang-iid-813448007
"Jual Rumah Dekat Kampus UGM,  Pogung Jalan Kaliurang 5,5 Dalam Cluster",2500000000,Rumah,137,137,3,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Pogung Jalan Kaliurang 5,5",https://www.olx.co.id/item/dijual-rumah-mewah-di-pogung-utara-ugm-jalan-kaliurang-km-55-iid-813517524
Rumah Mewah Bale Mulia Perumahan Elite Bale Mulia Sekelas Bale Hinggil,9000000000,Rumah,580,596,6,5,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jalan Kebon Agung Mlati Sleman Yogyakarta,https://www.olx.co.id/item/rumah-bale-mulia-residence-perumahan-mewah-elite-fasilitas-lengkap-iid-813670007
Rumah Mewah Bale Mulia Perumahan Elite Bale Mulia Sekelas Bale Hinggil,9000000000,Rumah,580,600,7,6,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jalan Kebon Agung Mlati Sleman Yogyakarta,https://www.olx.co.id/item/rumah-mewah-perumahan-elite-bale-mulia-residence-sekelas-bale-hinggil-iid-827978090
Rumah Dijual Full Furnished Dekat JCM UGM Dalam Perumahan,2500000000,Rumah,136,136,3,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Jalan Magelang 6,7 Mlati Sleman Yogyakarta",https://www.olx.co.id/item/rumah-dijual-minimalis-modern-full-furnished-dalam-perumahan-iid-838069257
"Rumah dalam Perumahan Pondok Permai dekat Jl Magelang,Jombor,Palagan",2250000000,Rumah,137,145,3,3,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Jl. Kebon Agung Kronggahan Barat Jombor Sleman Yogyakarta,https://www.olx.co.id/item/perumahan-cluster-hook-jombor-jogja-utara-iid-859816416
H u n I a n Ekonomis - Fasilitas Kolam Renang - Strategis,173000023,Rumah,36,36,1,1,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I.",J a k a l Kilometer 11 Ngaglik slm Diy,https://www.olx.co.id/item/hunian-pesan-bangun-ekonomis-strategist-iid-859679506
Dijual Rumah Baru Mewah dalam Ringroad Jambon,1550000000,Rumah,173,200,5,5,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Dekat RSA UGM, Area Jl Kabupaten trihanggo gamping Sleman Yogyakarta",https://www.olx.co.id/item/area-dalam-ringroad-jogja-dijual-rumah-baru-siap-huni-dekat-rsa-ugm-iid-867064470
Barat Pemda Sleman Dijual Rumah Cantik Bangunan Baru Area Sumberadi,650000000,Rumah,90,60,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","50m Dari Jl. Raya Letkol Subadri, Barat Pemda Sleman Area Sumberadi Mlati Sleman",https://www.olx.co.id/item/smarthome-bangunan-baru-area-barat-pemda-sleman-dijual-murah-iid-867063272
Dekat Pasar Cebongan Dijual Rumah Baru Minimalis Area Mlati Sleman,675000000,Rumah,112,90,3,2,1,"Lainnya (PPJB, Girik, Adat, dll)","Mlati, Sleman Kab., Yogyakarta D.I.","Utara pasar cebongan area Area Jumeneng Kidul, Mlati, Sleman",https://www.olx.co.id/item/utara-pasar-cebongan-dujual-rumah-minimalis-baru-bonus-kitchenset-iid-867062766
"Rumah baru Tugu Jogja, Malioboro, Monjali Jl Magelang dekat JCM, UGM",1350000800,Rumah,87,150,4,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Sinduadi Mlati Sleman,https://www.olx.co.id/item/jual-cepat-rumah-baru-2-lantai-plus-furnished-dekat-jcm-ugm-iid-850445354
Rumah baru minimalis di jln kebon agung dkt ke rsa ugm,495000000,Rumah,90,45,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Jln kebon agung dkt ke RSA UGM,https://www.olx.co.id/item/rumah-baru-minimalis-dijln-kebon-agung-dkt-ke-rsa-ugm-iid-867056044
Dijual Rumah siap huni di pasar godean ke utara,380000000,Rumah,124,80,2,1,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I.",Klang kapan margoluwih sayegan,https://www.olx.co.id/item/djual-rumah-siap-huni-di-utara-pasar-godean-iid-867055695
Rumah Strategis di Perumahan Cemara Estate dekat Kampus UGM,2000000000,Rumah,130,220,7,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jalan Sulawesi Purwosari Sinduadi Mlati Sleman (ans),https://www.olx.co.id/item/dijual-rumah-dekat-kampus-ugm-perumahan-cemara-estate-jalan-sulawesi-iid-843471619
RUMAH Minimalis Siap Huni dekat Pasar &amp; POLRES Sleman,550000000,Rumah,100,55,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Mlati, sleman, YK",https://www.olx.co.id/item/siap-huni-rumah-dekat-polres-sleman-iid-859659704
Rumah Baru Siap Huni Dekat Pemda Sleman,450000000,Rumah,97,96,3,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Sleman,https://www.olx.co.id/item/dijual-rumah-3-kamar-lingkungan-nasionalis-di-area-pemda-sleman-iid-867047236
Rumah View Persawahan dekat Jalan Palagan,1500000000,Rumah,242,242,4,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I.","Jalan Palagan Tentara Pelajar 9,5 Ngaglik Sleman (tri)",https://www.olx.co.id/item/rumah-mewah-view-sawah-jalan-palagan-tentara-pelajar-95-ngaglik-iid-867045541
Siap Bangun Rumah Impianmu dengan harga dijamin murah Di Jogja,495000000,Rumah,87,36,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Pundong I, Tirtoadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/rumah-mewah-menarik-dengan-harga-murah-di-mlati-sleman-iid-867040733
"dijual unit rumah siap bangun, harga terjangkau di mlati, sleman",470000000,Rumah,101,36,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Pundong I, Tirtoadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/rumah-siap-bangun-di-kawasan-elite-mlati-sleman-iid-867040588
"Rumah Modern di pondo permai bnguntapan Dekat Balong,Kotagede,JEC,dll",994900000,Rumah,138,80,3,2,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I.",Jln imogiri,https://www.olx.co.id/item/hunian-mewah-di-dalam-lokasi-perumahan-elite-iid-867039690
Rumah lantai dua mezzanine termurah di jln palagan km 15,485000000,Rumah,121,11,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.","{Pasar srowolan} karanggeneng&lt; purwobinangun,pakem,sleman atau barat PT mataram tunggal gamen, jln palagan km 15",https://www.olx.co.id/item/rumah-lantai-dua-mezzanine-termurah-di-jln-palagan-km-15-iid-867036520
Rumah lantai dua mezzanine termurah di jln palagan km 15,485000000,Rumah,121,19,3,1,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.","{Pasar srowolan} karanggeneng, purwobinangun,pakem,sleman atau barat PT mataram tunggal gamen, jln palagan km 15",https://www.olx.co.id/item/rumah-lantai-dua-mezzanine-termurah-di-jln-palagan-km-15-iid-867033652
"Rumah Baru Dijual Di Jalan Kebon Agung, Dekat  Pasar Cebongan",495000005,Rumah,100,45,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",": Tokertek, Sumberadi,  Mlati,  Sleman, Yogyakarta",https://www.olx.co.id/item/rumah-di-jl-kebon-agung-sleman-dekat-pasar-cebongan-proses-bangun-iid-867025708
RUMAH ASRI SIAP HUNI STRATEGIS DEKAT SCH - SMR165,920000000,Rumah,115,100,4,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Duwet, Sendangadi, Sleman",https://www.olx.co.id/item/rumah-hunian-dekat-sch-iid-867019572
Perumahan Cluster Hook Jombor Jogja Utara,2600000000,Rumah,126,139,3,3,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Tentara Pelajar Sleman Yogyakarta Anton 08157657979,https://www.olx.co.id/item/hunian-dalam-cluster-iid-851711746
"RUMAH DENGAN NUANSA ETNIK, BISA UNTUK VILLA DI JOGJA",21000000000,Rumah,136,110,3,2,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Jln Palagan belakang hotel hyatt sleman,https://www.olx.co.id/item/rumah-siap-huni-jln-palagan-belakang-hotel-hyatt-sleman-jogja-iid-843102014
"Rumah smarthome Jl Magelang dekat Pemda Sleman,Jogja,Jombor,Gito Gati",750000000,Rumah,120,65,3,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Jl Magelang utara Pemda Sleman | 0899 664 8897,https://www.olx.co.id/item/smart-home-new-jl-magelang-dekat-pemda-slemangito-gatijombor-ugm-iid-837689780
"Rumah Perumnas Seturan Dekat STIE YKPN, UPN,Atmajaya,Gejayan,UGM,UNY",1679999000,Rumah,135,243,5,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.","Seturan Barat STIE YKPN Dekat Gejayan, UGM, UNY ( Telpon/WA: 0819-0404-5055  instagram: @propertymart_jogja) SyHAkmi",https://www.olx.co.id/item/perumahan-seturan-barat-stie-ykpn-dekat-gejayan-ugm-uny-mbarukmo-iid-866997359
DP Ringan: Hunian Murah 200 Juta-an Pintu Gebyok Jawa,256008900,Rumah,86,36,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.","Joho, Prambanan 0819-1760-9119",https://www.olx.co.id/item/miliki-rumah-murah-pintu-dp-ringan-gebyok-jawa-iid-866997129
"Kost Dekat UNY, UGM",9500000000,Rumah,1700,500,7,7,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Yogyakarta,https://www.olx.co.id/item/rumah-full-furnish-yogyakarta-iid-866995214
"Rumah SIAP Bangun, bisa custom design 300 Jutaan Di Sleman, Yogyakarta",385985500,Rumah,88,40,2,1,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I.","Sanggrahan, Caturharjo, Sleman, D I Yogyakarta",https://www.olx.co.id/item/rumah-siap-bangun-di-sleman-design-bisa-costum-300-jutaan-iid-866989682
"Kost eksklusif 12KT pogung,tugu jogja kos dekat UGM,Monjali,Am sangaji",2750009000,Rumah,235,269,5,4,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jl AM Sangaji Monjali,https://www.olx.co.id/item/jual-muraahh-rumah-mewah-jl-am-sangaji-monjali-ugm-tugu-jogja-iid-843488361
Rumah Cantik Siap Bangun Selatan Komplek Pemda Sleman,540000000,Rumah,71,71,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Cibukan (selatan pemda sleman),https://www.olx.co.id/item/bismillah-dijual-rumah-dekat-komplek-pemda-sleman-iid-866984858
Rumah siap huni di lempongsari jalan palagan km 7 mlati sleman,1200000000,Rumah,182,150,3,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Lempongsari,https://www.olx.co.id/item/dijual-rumah-dalam-cluster-di-jalan-palagan-km-1-jln-lempongsari-iid-866980840
Rumah baru minimalis proses finishing di dkt puskesmas cebongan mlati,450000000,Rumah,74,70,2,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Cebongan sleman yogyakarta,https://www.olx.co.id/item/dijual-rumah-minimalis-dalam-perumahaan-di-cebongan-sleman-yogyakarta-iid-866980663
"Rumah Baru Siap Huni di Mlati Sleman, Siap Huni, SHM IMB Ok",495000000,Rumah,126,100,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Cabaan sumberadi mlati Sleman,https://www.olx.co.id/item/djual-rumah-siap-huni-di-mlati-iid-866980537
Dijual Rumah Cantik siap huni bonus funirshed,950000000,Rumah,180,80,3,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Rajek kidul mlati,https://www.olx.co.id/item/rumah-bagus-siap-huni-iid-851705983
Rumah baru Beran komplek pemda sleman,550000000,Rumah,102,56,3,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",beran kidul,https://www.olx.co.id/item/rumah-baru-di-beran-kidul-deket-pemda-sleman-sleman-city-hall-iid-859675939
Rumah di perumahan jalan kabupaten jambon sleman,1550000000,Rumah,409,216,8,4,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jambon Jalan Kabupaten Nogotirto Sleman Yogyakarta,https://www.olx.co.id/item/dijual-rumah-empat-unit-strategis-di-jalan-kabupaten-nogotirto-sleman-iid-859672764
Rumah mewah baru siap huni depan kampus UTY ringroad utara,2100000000,Rumah,154,150,4,4,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jl Palagan KM 7. WA 081392899090,https://www.olx.co.id/item/rumah-mewah-belakang-hyatt-dekat-ugm-uty-sardjito-iid-866967984
Rumah baru minimalis proses bgn di jln godean km 12 barat pasar godean,350000000,Rumah,83,45,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I.",Jln godean km 12,https://www.olx.co.id/item/rumah-baru-minimalis-di-jln-godean-km-12-iid-866963124
Rumah full furnioshed dekat UGM Perumahan Pogung jakal km 5,1800000000,Rumah,127,100,3,4,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Jakal km 5 Pogung mlati sleman,https://www.olx.co.id/item/rumah-dekat-ugm-dalam-perumahan-di-pogung-jakal-km-5-iid-866962922
Cantik! Dijual rumah siap huni di dekat RS At Taurots Sleman,475000000,Rumah,110,60,2,2,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I.","Klangkapan, Margoluwih, Seyegan, Sleman",https://www.olx.co.id/item/rumah-godean-dekat-rs-at-taurots-type-60110-siap-huni-iid-866962839
Rumah dekat UGM dalam perumahan di jakal km 7,2300000000,Rumah,140,156,5,4,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",jakal km 7 ngaglik sleman,https://www.olx.co.id/item/rumah-dekat-ugm-di-jakal-km-7-dalam-perumahan-iid-866962616
Dijual 2Bedroom Apartement yudhistira,1250000000,Rumah,238,180,4,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I.",Popongan Sinduadi Mlati Sleman Yogyakarta,https://www.olx.co.id/item/rumah-strategis-dekat-kampus-ugm-dan-rsup-dr-sardjito-iid-866960107
"SIAP HUNI, Rumah Dijual utara Pasar Godean Bonus Kichenset",534000000,Rumah,108,70,2,1,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I.","Kadipiro, Margodadi, Seyegan Sleman, Yogyakarta",https://www.olx.co.id/item/bonus-kichenset-rumah-di-seyegan-535juta-bisa-kpr-iid-866958945
