title,price,types,land,building,bed,bath,floor,certificate,location,secondary_location,url
Rumah murah nuansa villa kulonprogo,Rp 300.000.000,Rumah,72,36,2,1,1,HGB - Hak Guna Bangun,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Jl.Pangasih-Nanggulan, Kepek, Pangasih, Kulon Progo",https://www.olx.co.id/item/jual-rumah-di-kulonprogo-iid-855597425
Dekat Bandara NYIA Rumah Mewah Tepat utk Investasi,Rp 550.000.003,Rumah,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",jl purworejo jogja ngramang pengasih kulon progo.                                      No Wa : 082299467788,https://www.olx.co.id/item/investasi-tepat-rumah-mewah-dekat-bandara-nyia-iid-863575253
Tanah Jogja Kulon Progo Timur Bandara YIA Kulonprogo Sertipikat Pecah,Rp 201.550.000,Rumah,146,80,4,2,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Bojong, Panjatan. Kab. Kulon Progo, Yogyakarta 55967",https://www.olx.co.id/item/kavling-cocok-rumah-di-dekat-pasar-bendungan-kulonprogo-iid-856489260
"Rumah Dijual Jogja Murah , Bangun Rumah Hemat 150 Jt",Rp 125.000.000,Rumah,126,55,3,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Karangsari, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/tanah-jogja-dekat-bandara-yia-1-jt-an-iid-863417839
Kode : RSH 3293 #Rumah Cantik Murah Siap Huni di Pengasih Kulon Progo,Rp 550.000.000,Rumah,120,55,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",Jl Putworejo Jogja Ngramang Pengasih Kulon Progo.                            No Wa : 082299467788,https://www.olx.co.id/item/rumah-mewah-dengan-desain-yang-sangat-cantik-iid-863405647
Rumah mewah strategis mangku jalan nasional.,Rp 575.000.008,Rumah,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",JL Purworejo-jogja Ngramang Pengasih Kulon Progo.                                 No Wa : 082299467788,https://www.olx.co.id/item/dijual-rumah-mewah-strategis-mangku-jalan-nasional-iid-863404711
Rumah Mewah Pinggir jln raya Cocok untuk INVESTASI dekat  Bandara NYIA,Rp 555.000.999,Rumah,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",Jl Purworejo Jogja Ngramang Pengasih Kulon Progo.                                   No Wa: 082299467788,https://www.olx.co.id/item/hunian-baru-mewah-strategis-cocok-untuk-investasi-dekat-bandara-nyia-iid-863404500
Rumah Kavling Cantik dekat Bandara NYIA,Rp 575.000.000,Rumah,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",Jl.Purworejo-Ngramang Wates Kulon Progo,https://www.olx.co.id/item/investasi-bagus-pinggir-jl-raya-15-menit-dari-bandara-nyia-iid-863404194
Rumah tepi Jalan Raya Nasional Wates 1menit dari Polres Kulonprogo,Rp 500.000.000,Rumah,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Wates Kulonprogo,https://www.olx.co.id/item/cluster-nyaman-akses-mudah-wates-kulonprogo-iid-863392407
Perumahan mewah 10mnt dari gerbang tol bandara YIA,Rp 550.000.000,Rumah,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Jl wates,https://www.olx.co.id/item/perumahan-mewah-10mnt-dari-gerbang-tol-bandara-yia-iid-863391784
Dijual Rumah Fasum Paving 5 Meter Dekat UNY Wates,Rp 291.150.000,Rumah,132,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Jl. Pengasih Wates Kota (Dusun Gn Gondang, Dekat UNY Wates)",https://www.olx.co.id/item/dijual-rumah-fasum-paving-5-meter-dekat-uny-wates-iid-863384293
Dijual rumah murah bangunan baru siap huni,Rp 265.000.000,Rumah,78,78,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Perum ndalem giripeni no 187 kalikepek kulon progo,https://www.olx.co.id/item/rumah-baru-dijual-iid-855878739
Rumah Baru Lebar Depan Ideal 13 KM Bandara YIA,Rp 290.850.000,Rumah,132,40,2,1,0,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Pengasih, Kulonprogo (Margosari, Area Relokasi Pemda)",https://www.olx.co.id/item/rumah-baru-lebar-depan-ideal-13-km-bandara-yia-iid-863299481
Hunian selangkah ke Bandara YIA,Rp 350.000.000,Rumah,95,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Ngestiharjo Wates Kulon Progo,https://www.olx.co.id/item/rumah-dekat-bandara-iid-791730560
Dijual rumah minimalis dekat bandara YIA,Rp 329.900.000,Rumah,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Selatan terminal Wates Kulonprogo,https://www.olx.co.id/item/perumahan-selatan-terminal-wates-kulon-progo-iid-806341101
Rumah minimalis 2 lantai 800jutaan di tengah kota Wates - SMR133,Rp 835.000.000,Rumah,730,245,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Turip ngestiharjo wates kulon progo,https://www.olx.co.id/item/dijual-tanah-plus-bangunan-iid-863194573
"Rumah Baru Murah, 100-300 jt an di dekat Bandara Baru YIA Kulon Progo",Rp 160.000.000,Rumah,103,55,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Kanoman, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/jual-rumah-di-dekat-bandara-yia-1-jt-an-iid-863160812
Rumah minimalis 2 lantai 800jutaan di tengah kota Wates - SMR133,Rp 835.000.000,Rumah,95,60,3,1,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Terbah, Wates, Kulonprogo",https://www.olx.co.id/item/rumah-minimalis-2-lantai-dalam-perumahan-di-wates-smr133-iid-855886357
"Rumah Dijual Jogja Murah , Bangun Rumah Hemat 150 Jt",Rp 125.000.000,Rumah,79,30,2,1,30,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",Sidomulyo Pengasih Kulon Progo,https://www.olx.co.id/item/rumah-cantik-murah-150jtan-iid-845807056
Sangat sangat murah apartement Mataramcity,Rp 600.021.000,Apartemen,34,34,1,1,10,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Yogyakarta,https://www.olx.co.id/item/murah-apartement-di-yogya-promo-kemerdekaan-mataramcity-iid-795608765
"Rumah siap huni dengan harga menarik , dekat bandara YIA",Rp 500.000.000,Rumah,183,45,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Kanoman, Kulwaru, Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta",https://www.olx.co.id/item/rumah-siap-bangun-murah-dekat-bandara-yia-jogja-iid-863057439
Hunian Mewah harga Murah di Wates Kulon Progo,Rp 555.000.000,Rumah,100,100,4,2,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Wates,https://www.olx.co.id/item/rumah-2lantai-harga-1lantai-di-selatan-kota-wates-iid-863010055
RUMAH MEWAH HARGA TERJANGKAU,Rp 350.000.000,Rumah,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Ngestiharjo wates kulon progo,https://www.olx.co.id/item/rumah-mewah-harga-terjangkau-iid-817746442
RUMAH SHM SIAP BALIK NAMA,Rp 300.000.000,Rumah,77,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Ngestiharjo,wates,kulon progo",https://www.olx.co.id/item/info-rumah-di-kulon-progo-shm-tinggal-balik-nama-iid-819123394
RUMAH SIAP HUNI DI KULON PROGO KOTA,Rp 750.000.000,Rumah,70,72,3,1,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Kulon Progo,https://www.olx.co.id/item/rumah-siap-huni-dekat-kantor-bupati-kulon-progo-iid-862927111
Rumah Kayu dan villa kayu,Rp 50.000.000,Rumah,100,24,1,1,,,"Wates, Kulon Progo Kab., Yogyakarta D.I.",,https://www.olx.co.id/item/rumah-kayu-dan-villa-kayu-iid-855756075
Rumah Murah dekat bandara dan kota yogyakarta,Rp 255.000.000,Rumah,78,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Sentolo,https://www.olx.co.id/item/miliki-sekarang-rumah-di-wilayah-berkembang-dekat-exit-tol-yogyakarta-iid-853735033
Dekat dengan Rs uii dan pusat Kampus UIN,Rp 250.000.000,Rumah,40,78,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",Sentolo,https://www.olx.co.id/item/miliki-sekarang-sebelum-kamu-menyesal-selamanya-iid-853785968
Rumah Joglo Wates Mangku Jalan Aspal,Rp 1.818.000.000,Rumah,795,229,3,4,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Wates Yogyakarta,https://www.olx.co.id/item/rumah-joglo-mangku-jalan-aspal-dekat-masjid-dan-perumahan-iid-862788881
Ready rumah tipe 27/90,Rp 220.000.000,Rumah,90,27,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Kuncen, bendungan, wates, kulon progo, yogyakarta",https://www.olx.co.id/item/ready-rumah-tipe-2790-iid-862780342
Ready rumah tipe 27/90,Rp 220.000.000,Rumah,90,27,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Kuncen, bendungan, wates, kulon progo, yogyakarta",https://www.olx.co.id/item/ready-rumah-tipe-2790-iid-862779323
Ready rumah tipe 27/75,Rp 220.000.000,Rumah,75,27,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Kuncen, bendungan, wates, kulon progo, yogyakarta",https://www.olx.co.id/item/ready-rumah-tipe-2775-iid-862778147
Ready rumah tipe 27/75,Rp 220.000.000,Rumah,75,27,1,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Kuncen, bendungan, wates, kulon progo, yogyakarta",https://www.olx.co.id/item/ready-rumah-tipe-2775-iid-862777446
Rumah Homestay Pajangan Dekat Kawasan Wisata dan Kampus,Rp 3.510.000.000,Rumah,2,1,3,7,2,Jogja,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Jogja,https://www.olx.co.id/item/jual-rumah-jogja-istimewa-iid-862718143
160 JUTA SIAP BANGUN DEKAT POLRES KULONPROGO - SMR256,Rp 160.000.000,Rumah,60,30,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Giripeni Wates kulonprogo,https://www.olx.co.id/item/160-juta-desain-custom-dalam-perumahan-di-wates-smr256-iid-862679548
Rumah Baru Lingkungan Ramai Dekat SMA/SMK Pengasih,Rp 294.600.000,Rumah,132,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Pengasih, Kulonprogo (Gn Gondang, Margosari, Dekat Janabadra Pengasih)",https://www.olx.co.id/item/rumah-baru-lebar-depan-ideal-dekat-smasmk-pengasih-iid-862622663
Rumah tepi Jalan Raya Nasional Wates 1menit dari Polres Kulonprogo,Rp 500.000.000,Rumah,180,90,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Giripeni Wates Kulon Progo info 087839238517,https://www.olx.co.id/item/jual-rumah-baru-siap-huni-tepi-jln-raya-giripeni-wates-k-progo-iid-827066138
"Rumah Siap Huni Modern,Harga Murah Kualitas Oke",Rp 550.000.865,Rumah,205,150,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Pengasih, Pengasih, Kulon Progo",https://www.olx.co.id/item/dijual-murah-rumah-siap-huni-dekat-jlsentolo-kulonprogo1313-iid-862534722
Tanah Kulon Progo Murah Dijual Legalitas SHM,Rp 388.700.000,Rumah,112,45,2,1,1,Giripeni Wates Kulon Progo,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Giripeni Wates Kulon Progo,https://www.olx.co.id/item/rumah-baru-type-45112-giripeni-wates-kulon-progo-iid-846747608
Rumah Murah Dekat Bandara YIA,Rp 350.000.000,Rumah,40,99,2,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Jl. Raya Wates - Jogjakarta, Milir, Sentolo, Kec. Pengasih, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55652",https://www.olx.co.id/item/dijual-murah-dekat-bandara-iid-862486609
BU!! Jual murah rumah siap huni dekat simpang tiga toyan wates.1486,Rp 455.000.000,Rumah,262,100,3,2,40,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Kadipaten Rt 07 Rw 04, Triharjo Wates, Kulon Progo Yogyakarta",https://www.olx.co.id/item/dijual-rumah-hunian-di-wates-kulon-progo-iid-862462432
RUMAH SANGAT STRATEGIS 5METER DARI JALAN RAYA,Rp 580.000.959,Rumah,146,77,3,1,,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Josutan, Karangsari, Pengasih",https://www.olx.co.id/item/jual-rumah-murah-dan-strategis-iid-862414225
RUMAH SIAP HUNI DI KULON PROGO KOTA,Rp 750.000.000,Rumah,141,282,4,3,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Wates, Mojokerto",https://www.olx.co.id/item/rumah-sultan-2-lantai-jual-murah-lokasi-wates-mojokerto-iid-855234559
RUMAH MURAH MODERN MINIMALIS DEKAT BANDARA YIA,Rp 590.000.000,Apartemen,36,34,1,1,3,YOGYA,"Wates, Kulon Progo Kab., Yogyakarta D.I.",YOGYA,https://www.olx.co.id/item/dapatkan-full-furnish-dengan-harga-super-murah-iid-804905361
"Kavling Villa 1 Jt-an Jogja Barat, Legalitas SHM P",Rp 120.000.000,Rumah,84,30,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",Girimulyo,https://www.olx.co.id/item/villa-murah-di-girimulyo-pengasih-kulon-progo-iid-862276056
Hunian Mewah harga Murah di Wates Kulon Progo,Rp 555.000.000,Rumah,100,90,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Dusun tayuban2, panjatan, kulon progo, yogyakarta",https://www.olx.co.id/item/rumah-mewah-murah-di-kulon-progo-iid-862250665
RUMAH SIAP HUNI DI KAWASAN PEMDA KULON PROGO,Rp 750.000.000,Rumah,70,72,3,1,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Kulon Progo,https://www.olx.co.id/item/rumah-siap-huni-di-kawasan-pemda-kulon-progo-iid-862225817
Dijual Rumah Fasum Paving 5 Meter Dekat UNY Wates,Rp 291.150.000,Rumah,130,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",Pekarangan Sertifikat SHM Dekat Janabadra Pengasih,https://www.olx.co.id/item/dijual-rumah-fasum-paving-5-meter-dekat-uny-wates-iid-862190578
Hunian selangkah ke Bandara YIA,Rp 350.000.000,Rumah,90,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Ngestiharjo rt 19 rw 08 wates kulon progo,https://www.olx.co.id/item/rumah-dekat-bandara-yia-yogyakarta-iid-771980997
Hunian Mewah harga Murah di Wates Kulon Progo,Rp 555.000.000,Rumah,96,60,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Ngestiharjo blok2 wates kulon progo,https://www.olx.co.id/item/rumah-mewah-harga-terjangkau-iid-805564826
Rumah mewah harga terjangkau,Rp 300.000.000,Rumah,93,40,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Ngestiharjo blok 02 ,wates, kulon progo",https://www.olx.co.id/item/rumah-harga-terjangkau-dan-banyak-bonus-iid-803573738
Jasa bangun rumah harga terjangkau,Rp 126.000.000,Rumah,98,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Kulon progo yogyakarta,https://www.olx.co.id/item/jasa-bangun-rumah-terjangkau-iid-827604686
Rumah Joglo SHM Ready Cocok Jadi Homestay,Rp 1.850.000.000,Rumah,795,229,3,4,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Giripeni Wates, Yogyakarta",https://www.olx.co.id/item/rumah-joglo-wates-mangku-jalan-aspal-iid-862177908
"Kavling Giripeni Kulon Progo, Siap Bangun: SHM Pecah",Rp 329.700.000,Rumah,137,120,3,2,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Jl.Nyi Ageng Serang. Wates Sumberejo, Sumberejo, Triharjo, Wates,  Kabupaten Kulonprogo,  DIY. 55651.",https://www.olx.co.id/item/jual-rumah-diwates-shm-kulon-progo-iid-835085148
DIJUAL 38 Unit Kavling Siap Bangun di Kedungsari Kulon Progo,Rp 250.000.000,Rumah,72,40,2,1,,,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",,https://www.olx.co.id/item/rt-38-unit-kavling-siap-bangun-di-kedungsari-kulon-progo-iid-833324341
Rumah minimalis 2 lantai 800jutaan di tengah kota Wates - SMR133,Rp 835.000.000,Rumah,220,154,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Perdukuhan Pengasih RT.09/RW.02,  Kelurahan Pengasih, Kapanewon Pengasih, Kab. Kulon Progo. DIY",https://www.olx.co.id/item/rumah-dekat-kawasan-wates-baru-shm-imb-nego-sakpole-iid-821920968
Dijual Rumah Siap Bangun GRAHA SAWOJAJAR VILLAGE,Rp 394.500.000,Rumah,74,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Margosari, Bumi Kulon Progo",https://www.olx.co.id/item/rumah-minimalis-area-kulon-progo-margosari-iid-760995027
Dijual Rumah Pribadi MURAH MERIAH,Rp 1.379.080.000,Rumah,920,300,3,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Jombokan rt 38/19, Tawangsari, Pengasih, Kulonprogo, Yogyakarta",https://www.olx.co.id/item/dijual-rumah-pribadi-murah-meriah-iid-854574739
Hunian selangkah ke Bandara YIA,Rp 350.000.000,Rumah,77,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Jl. Wates Purworejo. Barat Terminal Wates krg lebih 1 km,https://www.olx.co.id/item/hunian-nyaman-lokasi-wates-hanya-5-menit-ke-bandara-yia-kulon-progo-iid-806372396
"Kavling Villa 1 Jt-an Jogja Barat, Legalitas SHM P",Rp 120.000.000,Rumah,125,75,3,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Sentolo, Kulon Progo, Daerah Istimewa Yogyakarta.",https://www.olx.co.id/item/rumah-dijual-jogja-murah-bangun-rumah-hemat-150-jt-iid-862070805
Rumah minimalis 2 lantai 800jutaan di tengah kota Wates - SMR133,Rp 835.000.000,Rumah,69,60,3,1,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Jl. Mawar, Terbah, Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",https://www.olx.co.id/item/rumah-minimalis-2-lantai-di-wates-kulonprogo-smr-133-iid-854439375
RUMAH BERKUALITAS DAN TERJANGKAU,Rp 300.000.000,Rumah,80,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Ngestiharjo blok 1,https://www.olx.co.id/item/rumah-harga-terjangkau-kualitas-memukau-iid-816760059
RUMAH BERKUALITAS DAN TERJANGKAU,Rp 300.000.000,Rumah,100,70,3,2,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Wates kulon progo yogyakarta,https://www.olx.co.id/item/jasa-bangun-rumah-2-lantai-terjangkau-iid-826830093
RUMAH SHM SIAP BALIK NAMA,Rp 300.000.000,Rumah,120,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Giripeni wates kulon progo,https://www.olx.co.id/item/rumah-modern-dan-shm-tinggal-balik-nama-iid-834379391
Tanah Kavling Murah,Rp 70.000.000,Rumah,65,40,2,1,1,HGB - Hak Guna Bangun,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Ndalem Giripeni,https://www.olx.co.id/item/dijual-tanah-area-yogyakarta-kulon-progo-iid-826286004
Hunian Nyaman Lokasi Wates. Hanya 5 menit ke Bandara YIA Kulon Progo,Rp 309.000.000,Rumah,83,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Giripeni, Wates, Kulonprogo",https://www.olx.co.id/item/rumah-murah-minimalis-dekat-kota-wates-20-menit-ke-bandara-yia-iid-842906452
RUMAH MINIMALIS 2 LANTAI DALAM PERUMAHAN DI WATES - SMR133,Rp 830.000.000,Rumah,95,60,3,1,2,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Jalan Mawar, Terbah, Wates",https://www.olx.co.id/item/rumah-minimalis-2-lantai-800jutaan-di-tengah-kota-wates-smr133-iid-861757766
Rumah Asri dan Nyaman di Klampis Kulon Progo,Rp 370.000.000,Rumah,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",Kulon Progo Yogyakarta,https://www.olx.co.id/item/rumah-dijual-di-kulon-progo-yogyakarta-iid-861747108
Rumah Modern Mewah Murah 15 menit dari Bandara NYIA,Rp 550.006.883,Rumah,125,55,3,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","jl.wates, ngramang, pengasih, kulonprogo",https://www.olx.co.id/item/rumah-cantik-elegan-modern-untuk-10menit-dari-pintu-tol-bandara-iid-861620228
Rumah dalam perumahan dekat resto joglo pengasih kulon progo,Rp 1.500.000.000,Rumah,252,170,4,2,,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.",Pengasih,https://www.olx.co.id/item/rumah-dalam-perumahan-dekat-resto-joglo-pengasih-kulon-progo-iid-804794159
Rumah hunian pinggir jalan Wates 1menit dari polres kulonprogo,Rp 550.012.015,Rumah,130,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Jalan nasional wates, ngramang, pengasih, kulonprogo",https://www.olx.co.id/item/rumah-pinggir-jalan-nasional-1-menit-dari-polres-kulonprogo-iid-861505452
Rumah tepi jalan wates 10menit dari gerbang tol DIY - Semarang,Rp 570.000.000,Rumah,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","jalan wates, ngramang, pengasih, kulonprogo",https://www.olx.co.id/item/rumah-tepi-jalan-nasional-wates-10menit-dari-pintu-tol-bandara-iid-861505186
rumah cantik murah kasihan bantul,Rp 389.000.000,Rumah,72,36,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",tamantirto kasihan bantul,https://www.olx.co.id/item/hunian-asri-harga-murah-di-tamantirto-kasihan-iid-861498939
rumah tepi jalan nasional wates 10menit dari pintu tol bandara,Rp 580.000.000,Rumah,123,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","jl.wates, ngramang, pengasih, kulonprogo",https://www.olx.co.id/item/rumah-tepi-jalan-wates-10menit-dari-gerbang-tol-diy-semarang-iid-861498139
Kavling Cocok Rumah di dekat Pasar Bendungan Kulonprogo,Rp 219.000.000,Rumah,185,150,4,2,0,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Jl. Pahlawan Giripeni Wates Kulonprogo DIY,https://www.olx.co.id/item/bangun-rumah-hemat-150-jt-tanah-kulonprogo-shm-dekat-bandara-yia-iid-861092734
Rumah Mewah Pinggir jln raya Cocok untuk INVESTASI dekat  Bandara NYIA,Rp 555.000.999,Rumah,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Jl Purworejo Jogja, Ngramang, Kulon Progo, Daerah Istimewa Yogyakarta.Info Lanjut Bisa Whatsapp ke 082299467788",https://www.olx.co.id/item/investasi-rumah-murah-kulon-progo-iid-861472958
Rumah Kavling Cantik dekat Bandara NYIA,Rp 575.000.000,Rumah,120,55,3,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Jl Purworejo Jogja, Ngramang, Kulon Progo, Daerah Istimewa Yogyakarta.Info Lanjut Bisa Whatsapp ke 082299467788",https://www.olx.co.id/item/perumahan-murah-design-bagus-akses-bandara-nyia-iid-861472763
Jual Rumah (SHM) - Perumahan Griya Nadhifa,Rp 300.000.000,Rumah,82,42,2,1,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.",Kulon Progo,https://www.olx.co.id/item/murah-siap-huni-300-jutaan-dlm-perumahan-griya-pengasih-kulon-progo-iid-853429307
RUMAH BAGUS SIAP HUNI,Rp 550.000.000,Rumah,100,36,2,2,1,SHM - Sertifikat Hak Milik,"Wates, Kulon Progo Kab., Yogyakarta D.I.","Jalan Tj. Anom, Tayuban, Panjatan Kabupaten Kulonprogo, Yigyakarta",https://www.olx.co.id/item/dijual-rumah-siap-huni-juga-ready-iid-831737853
Rumah siap huni Milir Pengasih dekat Kampus UNY Wates,Rp 475.000.000,Rumah,150,170,2,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Jl. KRT Kertodiningrat, Margosari, Pengasih, Kulon Progo, Yogyakarta",https://www.olx.co.id/item/dijual-rumah-murah-bu-dekat-kampus-negeri-uny-wates-iid-861433378
Dijual Rumah Fasum Paving 5 Meter Dekat UNY Wates,Rp 294.600.000,Rumah,131,40,2,1,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I.","Pengasih, Kulonprogo (Gn Gondang, 13 KM Bandara YIA)",https://www.olx.co.id/item/dijual-rumah-fasum-paving-5-meter-dekat-janabadra-pengasih-iid-861431442
